Unnamed: 0.1,Unnamed: 0,brand,name,price,spec_rating,processor,CPU,Ram,Ram_type,ROM,ROM_type,GPU,display_size,resolution_width,resolution_height,OS,warranty
873,961,Dell,Inspiron 3525 D560927Win9S Laptop,43490,69.32352941,5Th Gen Amd Ryzen 5  5500U,"Hexa Core, 12 Threads",8Gb,Ddr4,512Gb,Ssd,Amd Radeon,15.6,1920,1080,Windows 11 Os,1
874,962,Axl,Vayu Book Lap01 Laptop,12990,69.32352941,Intel Celeron  N4020,"Dual Core, 2 Threads",4Gb,Ddr4,128Gb,Ssd,Intel Integrated Uhd Graphics,14.1,1920,1080,Windows 11 Os,1
875,963,Axl,Vayu Book Lap02 Laptop,15990,69.32352941,Intel Celeron  N4020,"Dual Core, 2 Threads",4Gb,Ddr4,256Gb,Ssd,Intel Integrated Uhd Graphics,15.6,1920,1080,Windows 11 Os,1
876,964,Msi,Modern 14 C12M-444In Laptop,36990,62.0,12Th Gen Intel Core I3 1215U,"Hexa Core (2P + 4E), 8 Threads",16Gb,Ddr4,512Gb,Ssd,Intel Integrated Uhd,14.0,1920,1080,Windows 11 Os,1
877,965,Asus,Vivobook 14X 90Nb11H2-M004D0 Laptop,63990,69.0,12Th Gen Intel Core I5 12450H,"Octa Core (4P + 4E), 12 Threads",16Gb,Ddr4,512Gb,Ssd,4Gb Nvidia Geforce Rtx 2050,14.0,1920,1200,Windows 11 Os,1
878,966,Lenovo,S14 82Tw0019Ih Laptop,45990,69.32352941,12Th Gen Intel Core I5 1235U,"10 Cores (2P + 8E), 12 Threads",8Gb,Ddr4,512Gb,Ssd,Integrated Intel Uhd Graphics,14.0,1920,1080,Windows 11 Os,1
879,967,Lenovo,V15 G2 Alc 82Kda01Yih Laptop,34990,69.32352941,5Th Gen Amd Ryzen 5 5500U,"Hexa Core, 12 Threads",8Gb,Ddr4,512Gb,Ssd,Amd Radeon Amd,15.6,1920,1080,Dos Os,1
880,968,Lenovo,Thinkbook 15 G3 Acl 21A4A08Vih Laptop,41490,69.32352941,5Th Gen Amd Ryzen 5 5500U,"Hexa Core, 12 Threads",8Gb,Ddr4,512Gb,Ssd,Amd Radeon Amd,15.6,1920,1080,Windows 11 Os,1
881,969,Asus,Vivobook Pro 15 M6500Qf-Hn741Ws  Laptop,64990,64.0,5Th Gen Amd Ryzen 7 5800H,"Octa Core, 16 Threads",16Gb,Ddr4,512Gb,Ssd,4Gb Nvidia Geforce Rtx 2050,15.6,1920,1080,Windows 11 Os,1
882,970,Hp,Victus 16 7K4J6Paacj Laptop,57990,70.0,11Th Gen Intel Core I5 11400H,"Hexa Core, 12 Threads",8Gb,Ddr4,512Gb,Ssd,4Gb Nvidia Geforce Gtx 1650,16.1,1920,1080,Windows 11 Os,1
883,971,Acer,Aspire 7 A715-76G Un.Qmesi.003 Gaming Laptop,54990,69.0,12Th Gen Intel Core I5 12450H,"Octa Core (4P + 4E), 12 Threads",16Gb,Ddr4,512Gb,Ssd,4Gb Nvidia Geforce Gtx 1650,15.6,1920,1080,Windows 11 Os,1
884,972,Dell,Alienware X14 R2 Gaming Laptop,208990,72.0,13Th Gen Intel Core I7 13620H,"10 Cores (6P + 4E), 16 Threads",16Gb,Lpddr5,1Tb,Ssd,6Gb Nvidia Geforce Rtx 4050,14.0,2560,1600,Windows 11 Os,1
885,973,Asus,Vivobook S15 Oled 2023 S5504Va-Ma554Ws Laptop,91560,66.0,13Th Gen Intel Core I5 13500H,"12 Cores (4P + 8E), 16 Threads",16Gb,Lpddr5,1Tb,Ssd,Intel Integrated Iris Xe,15.6,2880,1620,Windows 11 Os,1
886,974,Lenovo,Thinkpad E14 20Ta00J2Ig Laptop,74000,64.0,11Th Gen Intel Core I5 1135G7,"Quad Core, 8 Threads",16Gb,Ddr4,512Gb,Ssd,Intel Iris Xe Graphics,14.0,1920,1080,Windows 11 Os,3
887,975,Lenovo,V15 G3 Laptop,51999,69.32352941,12Th Gen Intel Core I5 1235U,"10 Cores (2P + 8E), 12 Threads",8Gb,Ddr4,512Gb,Ssd,Intel Integrated Uhd,15.6,1920,1080,Windows 11 Os,1
888,976,Lenovo,V15 G3 ‎‎82C7007Sge Laptop,31990,69.32352941,7Th Gen Amd Ryzen 3 7320U,"Quad Core, 8 Threads",8Gb,Ddr4,512Gb,Ssd,Amd Radeon Graphics,15.6,1920,1080,Windows 11 Os,1
889,977,Lenovo,Ideapad 3 15Itl6 82H803Hlin Laptop,32490,69.32352941,11Th Gen Intel Core I3 1115G4,"Dual Core, 4 Threads",8Gb,Ddr4,256Gb,Ssd,Intel Integrated Uhd,15.6,1920,1080,Windows 11 Os,1
890,978,Lenovo,Ideapad 5 15Itl05 82Fg01Uuin Laptop,74888,64.0,Intel Core I7,"Quad Core, 8 Threads",16Gb,Ddr4,512Gb,Ssd,2Gb Nvidia Geforce Mx450,15.6,1920,1080,Windows 11 Os,1
891,979,Hp,Victus 16-D0302Tx Gaming Laptop,66500,71.0,11Th Gen Intel Core I5 11400H,"Hexa Core, 12 Threads",8Gb,Ddr4,512Gb,Ssd,4Gb Nvidia Geforce Gtx 1650,16.1,1920,1080,Windows 11 Os,1
892,980,Dell,‎G16-7630 2023 Gaming Laptop,156799,78.0,13Th Gen Intel Core I7 13650Hx,14 Cores (6P + 8E),16Gb,Ddr5,1Tb,Ssd,8Gb Nvidia Geforce Rtx 4060,16.0,2560,1600,Windows 11 Os,1
893,981,Dell,2023 ‎G16-7630 Gaming Laptop,166899,82.0,13Th Gen Intel Core I7 13650Hx,14 Cores (6P + 8E),32Gb,Ddr5,1Tb,Ssd,8Gb Nvidia Geforce Rtx 4060,16.0,2560,1600,Windows 11 Os,1
894,982,Dell,Inspiron 7430 Ic7430Fd64T001Ors1 Laptop,89990,69.32352941,13Th Gen Intel Core I7 1355U,"10 Cores (2P + 8E), 12 Threads",16Gb,Lpddr5,512Gb,Ssd,Intel Iris Xe Graphics,14.0,1920,1200,Windows 11 Os,1
895,983,Hp,Omen 17-Cm2003Tx Gaming Laptop,171499,79.0,13Th Gen Intel 7 13700Hx,"16 Cores (8P + 8E), 24 Threads",16Gb,Ddr5,1Tb,Ssd,8Gb Nvidia Geforce Rtx 4060,17.3,2560,1440,Windows 11 Os,1
896,984,Hp,14S-Dr3003Tu 832T7Pa Laptop,29999,69.32352941,Intel Pentium Silver N6000,"Quad Core, 4 Threads",8Gb,Ddr4,512Gb,Ssd,Intel Uhd Graphics,14.0,1366,768,Windows 11 Os,1
897,985,Lenovo,Ideapad 3 15Itl6 82H8038Win Laptop,35998,69.32352941,11Th Gen Intel Core I3 1115G4,"Dual Core, 4 Threads",8Gb,Ddr4,512Gb,Ssd,Intel Integrated Uhd,15.6,1920,1080,Windows 11 Os,2
898,986,Dell,Inspiron 15 3530 Laptop,44989,69.32352941,13Th Gen Intel Core I3 1305U,"5 Cores (1P + 4E), 6 Threads",8Gb,Ddr4,512Gb,Ssd,Intel Integrated Uhd,15.6,1920,1080,Windows 11 Os,1
899,987,Acer,Aspire 3 A315-59 Nx.K6Tsi.00C Laptop,34990,69.32352941,12Th Gen Intel Core I3 1215U,"Hexa Core (2P + 4E), 8 Threads",8Gb,Ddr4,512Gb,Ssd,Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 Os,1
900,988,Infinix,Inbook X2 Slim Series Xl23 Laptop,48990,60.0,11Th Gen Intel Core I7 1195G7,"Quad Core, 8 Threads",16Gb,Lpddr4X,512Gb,Ssd,Intel Integrated Iris Xe,14.0,1920,1080,Windows 11 Os,1
901,989,Dell,Inspiron 7430 Ic7430Pxxwc001Ors1 Laptop,72990,69.32352941,13Th Gen Intel Core I5 1335U,"10 Cores (2P + 8E), 12 Threads",8Gb,Lpddr5,512Gb,Ssd,Intel Iris Xe Graphics,14.0,1920,1200,Windows 11 Os,1
902,991,Dell,Inspiron 5430 In54308Tr2G001Ors1 Laptop,71570,69.32352941,13Th Gen Intel Core I5 1335U,"10 Cores (2P + 8E), 12 Threads",16Gb,Lpddr5,512Gb,Ssd,Intel Iris Xe Graphics,14.0,1920,1080,Windows 11 Os,1
903,992,Hp,Victus 15-Fb0137Ax Gaming Laptop,74990,67.0,5Th Gen Amd Ryzen 7 5800H,"Octa Core, 16 Threads",16Gb,Ddr4,512Gb,Ssd,4Gb Nvidia Geforce Rtx 3050,15.6,1920,1080,Windows 11 Os,1
904,993,Asus,Eeebook 15 E510Ma-Ej011Ws Laptop,25990,69.32352941,Intel Celeron N4020,"Dual Core, 2 Threads",8Gb,Ddr4,256Gb,Ssd,Intel Uhd Integrated,15.6,1920,1080,Windows 11 Os,1
905,994,Hp,Probook 445 G8 7K2J8Pa Business Laptop,46490,63.0,5Th Gen Amd Ryzen 7 5800U,"Octa Core, 16 Threads",8Gb,Ddr4,512Gb,Ssd,Amd Radeon,14.0,1920,1080,Dos Os,1
906,995,Dell,Inspiron 5430 In5430Yxvw9M01Ors1 Laptop,64590,69.32352941,13Th Gen Intel Core I5 1335U,"10 Cores (2P + 8E), 12 Threads",8Gb,Lpddr5,512Gb,Ssd,Intel Iris Xe Graphics,14.0,1920,1080,Windows 11 Os,1
907,996,Dell,Inspiron 3530 In3530Nm1Nn001Ors1 Laptop,63990,69.32352941,13Th Gen Intel Core I5 1335U,"10 Cores (2P + 8E), 12 Threads",8Gb,Ddr4,512Gb,Ssd,Intel Integrated Uhd,15.6,1920,1080,Windows 11 Os,1
908,997,Msi,Creator Z17 Hx Studio A13V Laptop,247999,69.32352941,13Th Gen Intel Core I9 13900H,"14 Cores (6P + 8E), 20 Threads",32Gb,Ddr5,1Tb,Ssd,8Gb Nvidia Geforce Rtx 4070,17.0,2560,1600,Windows 11 Os,3
909,998,Dell,Inspiron 7630 Ic7630Ghhrh001Ors1 2 In 1 Laptop,93990,66.0,13Th Gen Intel Core I5 1335U,"10 Cores (2P + 8E), 12 Threads",8Gb,Lpddr5,512Gb,Ssd,Intel Iris Xe Graphics,16.0,1920,1200,Windows 11 Os,1
910,999,Hp,Victus 15-Fb0131Ax Gaming Laptop,51990,65.0,5Th Gen Amd Ryzen 5 5600H,"Hexa Core, 12 Threads",8Gb,Ddr4,512Gb,Ssd,4Gb Amd Radeon Rx 5600M,15.6,1920,1080,Windows 11 Os,1
911,1000,Asus,Vivobook 16 2023 M1605Ya-Mb521Ws Laptop,47990,63.0,7Th Gen Amd Ryzen 5 7530U,"Hexa Core, 12 Threads",8Gb,Ddr4,512Gb,Ssd,Amd Radeon Amd,16.0,1920,1200,Windows 11 Os,1
912,1001,Lenovo,V14 G3 82Tsa01Kih Laptop,34390,69.32352941,12Th Gen Intel Core I3 1215U,"Hexa Core (2P + 4E), 8 Threads",8Gb,Ddr4,512Gb,Ssd,Intel Integrated Uhd,14.0,1920,1080,Dos Os,1
913,1002,Acer,Aspire 7 A715-76G Nh.Qmesi.003 Gaming Laptop,50990,65.0,12Th Gen Intel Core I5 12450H,"Octa Core (4P + 4E), 12 Threads",8Gb,Ddr4,512Gb,Ssd,4Gb Nvidia Geforce Gtx 1650,15.6,1920,1080,Windows 11 Os,1
914,1003,Hp,15S-Fq3071Tu Laptop,28490,69.32352941,Intel Celeron  N4500,"Dual Core, 2 Threads",8Gb,Ddr4,512Gb,Ssd,Intel Integrated Uhd Graphics,15.0,1366,768,Windows 11  Os,1
915,1004,Msi,Katana 15 B12Udxk-1017In Gaming Laptop,79990,75.0,12Th Gen Intel Core I7 12650H,"10 Cores (6P + 4E), 16 Threads",8Gb,Ddr5,512Gb,Ssd,6Gb Nvidia Geforce Rtx 3050,15.6,1920,1080,Windows 11 Os,2
916,1005,Msi,Katana 15 B12Udxk-1019In Gaming Laptop,79990,75.0,12Th Gen Intel Core I5 12450H,"Octa Core (4P + 4E), 12 Threads",16Gb,Ddr5,1Tb,Ssd,6Gb Nvidia Geforce Rtx 3050,15.6,1920,1080,Windows 11 Os,2
917,1006,Acer,One 14 Z2-493 Business Laptop,29990,69.32352941,3Rd Gen Amd Ryzen 5 3500U,"Quad Core, 8 Threads",8Gb,Ddr4,512Gb,Ssd,Amd Radeon Radeon Graphics,14.0,1366,768,Windows 11 Os,1
918,1007,Hp,Victus 15-Fb0135Ax Gaming Laptop,59990,64.0,5Th Gen Amd Ryzen 5 5600H,"Hexa Core, 12 Threads",8Gb,Ddr4,512Gb,Ssd,4Gb Nvidia Geforce Rtx 3050,15.6,1920,1080,Windows 11 Os,1
919,1008,Acer,Swift Edge 16 2023 Laptop,107399,69.32352941,7Th Gen Amd Ryzen 7040 Series 040,"Octa Core, 16 Threads",16Gb,Lpddr5,1Tb,Ssd,Amd Radeon Amd,16.0,3840,2400,Windows 11 Os,1
920,1009,Dell,G15-5530 Gaming 2023 Laptop,129199,76.0,13Th Gen Intel Core I7 13650Hx,14 Cores (6P + 8E),16Gb,Ddr5,512Gb,Ssd,8Gb Nvidia Geforce Rtx 4060,15.6,1920,1080,Windows 11 Os,1
921,1010,Dell,G15-5530 Gaming Laptop,119990,73.0,13Th Gen Intel Core I7 13650Hx,14 Cores (6P + 8E),16Gb,Ddr5,512Gb,Ssd,6Gb Nvidia Geforce Rtx 4050,15.6,1920,1080,Windows 11 Os,1
922,1011,Dell,‎G16-7630 Gaming Laptop,187490,79.0,13Th Gen Intel Core I9 13900Hx,"24 Cores (8P + 16E), 32 Threads",16Gb,Ddr5,1Tb,Ssd,8Gb Nvidia Geforce Rtx 4060,16.0,2560,1600,Windows 11 Os,1
923,1012,Dell,G15-5530 2023 Gaming Laptop,125699,75.0,13Th Gen Intel Core I7 13650Hx,14 Cores (6P + 8E),16Gb,Ddr5,512Gb,Ssd,6Gb Nvidia Geforce Rtx 4050,15.6,1920,1080,Windows 11 Os,1
924,1013,Acer,Aspire Vero Av14-52P Nx.Kjtsi.002 Laptop,49990,69.32352941,13Th Gen Intel Core I3 1315U,"Hexa Core (2P + 4E), 8 Threads",16Gb,Lpddr4X,512Gb,Ssd,Intel Integrated Uhd,14.0,1920,1080,Windows Os,1
925,1014,Acer,Aspire 5 A515-58M Nx.Khgsi.002 Gaming Laptop,56990,69.32352941,13Th Gen Intel Core I5 1335U,"10 Cores (2P + 8E), 12 Threads",16Gb,Lpddr5,512Gb,Ssd,Intel Integrated Iris Xe,15.6,1920,1080,Windows 11 Os,1
926,1015,Asus,Vivobook 15X 2023 K3504Vab-Nj321Ws Laptop,44990,69.32352941,13Th Gen ‎Intel Core I3 1315U,"Hexa Core (2P + 4E), 8 Threads",8Gb,Ddr4,512Gb,Ssd,Integrated Intel Uhd Graphics,15.6,1920,1080,Windows 11 Os,1
927,1016,Asus,Tuf A15 Fa577Rm-Hq032Ws Laptop,110000,71.0,6Th Gen Amd Ryzen 7 6800H,"Octa Core, 16 Threads",16Gb,Ddr,1Tb,Ssd,6Gb Nvidia Geforce Rtx 3060,15.6,2560,1440,Windows 11  Os,1
928,1017,Asus,Rog Zephyrus G14 2023 Ga402Xv-N2034Ws Gaming Laptop,189990,89.0,7Th Gen Amd Ryzen 9 7940Hs,"Octa Core, 16 Threads",32Gb,Ddr5,1Tb,Ssd,8Gb Nvidia Geforce Rtx 4060,14.0,2560,1600,Windows 11 Os,1
929,1018,Asus,Tuf Gaming F15 2023 Fx507Vu-Lp083Ws Gaming Laptop,129990,73.0,13Th Gen Intel Core I7 13700H,"14 Cores (6P + 8E), 20 Threads",16Gb,Ddr4,512Gb,Ssd,6Gb Nvidia Geforce Rtx 4050,15.6,1920,1080,Windows 11 Os,1
930,1019,Asus,Tuf Gaming A15 2023 Fa577Xu-Lp041Ws Gaming Laptop,131990,84.0,7Th Gen Amd Ryzen 9 7940Hs,"Octa Core, 16 Threads",16Gb,Ddr4,1Tb,Ssd,6Gb Nvidia Geforce Rtx 4050,15.6,1920,1080,Windows 11 Os,1
